"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0001234"	"W0TAV2"	"P53759"	"A3LTU9"	"Q9HGN6"
"OG0001235"	"W0T650"	"P21827"	"A3LSA8"	"P28745"
"OG0001236"	"W0TDG2"	"P37838"	"A3LXC4"	"O74400"
"OG0001237"	"W0TD75"	"P16965 Q06177"	"A3LMY5"	""
"OG0001238"	"W0TIY0"	"P54783"	"A3LS45"	"Q9HDX8"
"OG0001239"	"W0T305"	"P33753"	"A3GFI1"	"Q09833"
"OG0001240"	"W0T531"	"Q02521"	"A3GIA1"	"O43031"
"OG0001241"	"W0TC21"	"P53125 Q08964"	"A3LT87"	""
"OG0001242"	"W0TGP4"	"P46964"	"A3LU86"	"O14238"
"OG0001243"	"W0TED1"	"P35194"	"A3LZY4"	"O60055"
"OG0001244"	"W0TFL5"	"P40505"	"A3LXV9"	"Q9UTB6"
"OG0001245"	"W0T3A3"	"P12383 P33200 P39961"	""	""
"OG0001246"	"W0THP2"	"P53152"	"A3GI69"	"O74983"
"OG0001247"	"W0T6Z1"	"Q04740"	"A3LY19"	"Q9UST8"
"OG0001248"	"W0TGJ1"	"Q07418"	"A3LZ32"	"Q10485"
"OG0001249"	"W0T6P3"	"P33760"	"A3LUJ5"	"O13764"
"OG0001250"	"W0TCI1"	"P47170"	"A3LRB2"	"O74788"
"OG0001251"	"W0T771"	"P38625"	"A3LQ84"	"Q9P772"
"OG0001252"	"W0T9D7"	"P38959"	"A3LRT6"	"Q9P7N3"
"OG0001253"	"W0TG12"	"P23643"	"A3GIC8"	"O59796"
"OG0001254"	"W0TF35"	"P53829"	"A3LSA9"	"Q92368"
"OG0001255"	"W0TE24"	"Q12496"	"A3LY63"	"Q10068"
"OG0001256"	"W0T6X3"	"P36107"	"A3LZ60"	"Q10142"
"OG0001257"	"W0TF93"	"P43589"	"A3LWP4"	"Q9USR2"
"OG0001258"	"W0T4Z0"	"P46677"	"A3LWY0"	"Q09813"
"OG0001259"	"W0T7C5"	"P53099"	"A3LRU0 A3LS31"	""
"OG0001260"	"W0TCP5"	"P38801"	"A3LWV2"	"O74469"
"OG0001261"	"W0T6N4"	"Q08873"	"A3LW03"	"O14185"
"OG0001262"	"W0TAR5"	"Q01329"	"A3LWJ9"	"Q10222"
"OG0001263"	"W0T8G5"	"P48836"	"A3LYG3"	"O74174"
"OG0001264"	"W0TCK2"	"P25335"	"A3LMU8"	"Q09913"
"OG0001265"	"W0T4I6"	"P38858 P53315"	"A3LPA4"	""
"OG0001266"	"W0T538"	"P23059"	"A3LX11"	"O43080"
"OG0001267"	"W0TEL9"	"P40154"	"A3LTW0"	"O14210"
"OG0001268"	"W0TBL9"	"P09938"	"A3LNC1"	"P36603"
"OG0001269"	"W0TFC3"	"Q08971"	"A3LS40"	"O59727"
"OG0001270"	"W0TGB3"	"P53507"	"A3LSC4"	"O42999"
"OG0001271"	"W0TGT0"	"P40043 P40188"	"A3LTT0"	""
"OG0001272"	"W0T8H8"	"P33418"	"A3LWK3"	"O94258"
"OG0001273"	"W0T2T7"	"P32562"	"A3LX94"	"P50528"
"OG0001274"	"W0T7D4"	"P25443"	"A3GFH5"	"O74892"
"OG0001275"	"W0T7G2"	"P38203"	"A3M080"	"O94408"
"OG0001276"	"W0T657"	"Q12674"	"A3LTJ2"	"Q9UT43"
"OG0001277"	"W0T8M1"	"Q08726"	"A3LVC9"	"Q9UTL7"
"OG0001278"	"W0TC94"	"P89886"	"A3GH77"	"P87313"
"OG0001279"	"W0T6R2"	"P38207"	"A3GFP4"	"P87175"
"OG0001280"	"W0T655"	"P20437 P20438"	"A3LX77"	""
"OG0001281"	"W0TD23"	"P46655"	"A3LWB3"	"O13775"
"OG0001282"	"W0T6W7"	"P09064"	"A3LPD5"	"P56329"
"OG0001283"	"W0T927"	"P38241"	"A3LW91"	"O59800"
"OG0001284"	"W0T6B0"	"P32854"	"A3LVM0"	"O94651"
"OG0001285"	"W0T264"	"P16550 P22108"	"A3LXQ2"	""
"OG0001286"	"W0TJ35"	"P22219"	"A3LUZ6"	"O42900"
"OG0001287"	"W0T343"	"Q12296"	"A3LYR0"	"Q9USJ3"
"OG0001288"	"W0TAL9"	"P40208"	"A3GH72"	"Q10446"
"OG0001289"	"W0T6C8"	"P20133"	"A3GH05"	"P46960"
"OG0001290"	"W0TDY1"	"P39937"	"A3GH76"	"Q10303"
"OG0001291"	"W0TI19"	"Q04344"	"A3LQG8"	"O94586"
"OG0001292"	"W0T566"	"Q03750"	"A3LZ41"	"O94706"
"OG0001293"	"W0TFD1"	"P38822"	"A3LP15"	"Q09746"
"OG0001294"	"W0TDW7"	"Q06680"	"A3GHB5"	"Q10429"
"OG0001295"	"W0T6K3"	"Q12015"	"A3LP74"	"Q9HE10"
"OG0001296"	"W0TBD6"	"P14908"	"A3LTE8"	"Q9US51"
"OG0001297"	"W0T803"	"P14284"	"A3LPZ9"	"Q9P6L6"
"OG0001298"	"W0TBD0"	"P36526"	"A3LRE2"	"Q5WRL1"
"OG0001299"	"W0TEX6"	"P38066"	"A3LQW3"	"Q9P7M9"
"OG0001300"	"W0TAE2"	"P53722"	"A3LYB6"	"Q1MTR0"
"OG0001301"	"W0TIX0"	"P06784"	"A3M0B5"	"P10506"
"OG0001302"	"W0T6L4"	"P38293"	"A3GF00"	"O74416"
"OG0001303"	"W0T9Z4"	"P38120"	"A3GI01"	"O14006"
"OG0001304"	"W0T4N1"	"P46673"	"A3GHK2"	"Q9UUE5"
"OG0001305"	"W0T518"	"P32316"	"A3LVC7"	"Q9UUJ9"
"OG0001306"	"W0T7B2"	"P36146"	"A3LT29"	"O42936"
"OG0001307"	"W0TDE5"	"P42940"	"A3GGY9"	"Q9UTH2"
"OG0001308"	"W0TGE6"	"P38716"	"A3LTQ0"	"O42851"
"OG0001309"	"W0TFH4"	"P31787"	"A3LSE8"	"Q9Y7Z3"
"OG0001310"	"W0THM4"	"P31115"	"A3LX03"	"Q9UTB3"
"OG0001311"	"W0TAY8"	"P18851"	"A3LVU6"	"Q10282"
"OG0001312"	"W0TIK0"	"P24814"	"A3LVS5"	"O74783"
"OG0001313"	"W0TBJ0"	"Q03897"	"A3LXN5"	"O13686"
"OG0001314"	"W0TDW1"	"P38795"	"A3LN60"	"O74940"
"OG0001315"	"W0T6Y4"	"Q04924"	"A3LXS4"	"Q9USH8"
"OG0001316"	"W0T7H9"	"P38904"	"A3M0D2"	"Q10207"
"OG0001317"	"W0TDF7"	"Q03081 Q12041"	"A3LU82"	""
"OG0001318"	"W0TIN4"	"P40069"	"A3GFV4"	"O60100"
"OG0001319"	"W0TAF3"	"Q04226"	"A3GH52"	"Q9US54"
"OG0001320"	"W0TI58"	"P53332"	"A3LW57"	"Q10350"
"OG0001321"	"W0TFU9"	"P36525"	"A3LRR9"	"O60091"
"OG0001322"	"W0T3P5"	"P36113"	"A3GGT4"	"Q9P3U4"
"OG0001323"	"W0TAD4"	"P51998"	"A3LWF5"	"O74801"
"OG0001324"	"W0T4A0"	"Q12012"	"A3LMS7"	"Q9P6M2"
"OG0001325"	"W0TDJ4"	"P53215"	"A3LWA7"	"Q9Y7T3"
"OG0001326"	"W0TA52"	"P53108"	"A3GHT4"	"Q9UTD3"
"OG0001327"	"W0TAT2"	"P39006"	"A3LX48"	"O14333"
"OG0001328"	"W0TGD6"	"P53112"	"A3M020"	"O60065"
"OG0001329"	"W0TGS1"	"Q12272"	"A3LNG9"	"O14045"
"OG0001330"	"W0T966"	"P04161"	"A3LNB2"	"Q9UUK7"
"OG0001331"	"W0TFJ2"	"P36095"	"A3LMS0"	"O14296"
"OG0001332"	"W0TDC6"	"P38081"	"A3LWQ4"	"O74799"
"OG0001333"	"W0T9Y9"	"P53870"	"A3LV56"	"Q9UUG6"
"OG0001334"	"W0TB23"	"Q01939"	"A3LTW6"	"P41836"
"OG0001335"	"W0T855"	"P07278"	"A3LN26"	"P36600"
"OG0001336"	"W0T7D9"	"P38324"	"A3LZG5"	"Q9P7M3"
"OG0001337"	"W0TBJ1"	"P38798"	"A3LN72"	"O13824"
"OG0001338"	"W0T470"	"P05626"	"A3LW37"	"O94373"
"OG0001339"	"W0TDN3"	"P17214 Q03466"	"A3LQP7"	""
"OG0001340"	"W0TB96"	"Q12488"	"A3LWI1"	"Q9P7X6"
"OG0001341"	"W0T6N6"	"P12753"	"A3GHA0"	"Q9UTJ8"
"OG0001342"	"W0TEZ7"	"P38934"	"A3GGJ7"	"Q9P3W6"
"OG0001343"	"W0TA24"	"P25559"	"A3M0K8"	"Q09732"
"OG0001344"	"W0TCH5"	"P39692"	"A3LTZ0"	"Q09878"
"OG0001345"	"W0T4F5"	"P36010"	"A3LVN3"	"P49740"
"OG0001346"	"W0TDC7"	"P50079"	"A3GF79"	"Q9P3W2"
"OG0001347"	"W0TBJ2"	"P47026"	"A3LT49"	"Q9UTL4"
"OG0001348"	"W0TEF8"	"Q03976"	"A3LXJ9"	"Q09705"
"OG0001349"	"W0T852"	"P40031"	"A3GFA5"	"O94611"
"OG0001350"	"W0TEP3"	"P10663"	"A3LQN0"	"O42859"
"OG0001351"	"W0T6H3"	"P14306 Q06252"	"A3M0J1"	""
"OG0001352"	"W0TC58"	"Q03941"	"A3LQL5"	"O74414"
"OG0001353"	"W0TE74"	"P32899"	"A3GH22"	"O13835"
"OG0001354"	"W0T4U7"	"Q02889"	"A3GFE0"	"P79082"
"OG0001355"	"W0TA21"	"Q02784"	"A3LWS1"	"Q9HDW8"
"OG0001356"	"W0T5G0"	"Q12461"	"A3LNJ4"	"Q9P7H4"
"OG0001357"	"W0TA29"	"Q06053"	"A3LUK5"	"Q9UTH9"
"OG0001358"	"W0T4W0"	"Q08234"	"A3LR58 A3LWS3"	""
"OG0001359"	"W0T4A3"	"P00128"	"A3LXQ3"	"O74533"
"OG0001360"	"W0TFT9"	"P39073"	"A3LUB9"	"O13958"
"OG0001361"	"W0TF13"	"Q08951"	"A3LUD5"	"Q9UTL8"
"OG0001362"	"W0TEC1"	"Q03652"	"A3LQ44"	"Q9P6K5"
"OG0001363"	"W0T625"	"P32461"	"A3LSV9"	"Q10206"
"OG0001364"	"W0TE50"	"P07259"	"A3LXW2"	"Q09794"
"OG0001365"	"W0TH66"	"P38910"	"A3GGS7"	"O59804"
"OG0001366"	"W0T6U2"	"P36037"	"A3LYT2"	"O94289"
"OG0001367"	"W0T763"	"Q12017"	"A3LW62"	"Q9Y7L1"
"OG0001368"	"W0TAQ1"	"Q12751"	"A3LPD7"	"O42977"
"OG0001369"	"W0TE45"	"P47016"	"A3LY98"	"O94660"
"OG0001370"	"W0T6Q0"	"P47140"	"A3LVQ7"	"Q9UT84"
"OG0001371"	"W0THM0"	"P38702"	"A3LMZ6"	"O13805"
"OG0001372"	"W0TA58"	"P38886"	"A3LW27"	"O94444"
"OG0001373"	"W0TIV7"	"P53378"	"A3GF92"	"P25295"
"OG0001374"	"W0T6K4"	"P32324"	"A3LNB1"	"O14460"
"OG0001375"	"W0TIR8"	"P38736"	"A3LPH8"	"Q09835"
"OG0001376"	"W0TBW1"	"P48015"	"A3LT77"	"O14110"
"OG0001377"	"W0T7P9"	"P38286"	"A3LXZ3"	"Q10245"
"OG0001378"	"W0TBP0"	"P43639"	"A3LMY0"	"O94281"
"OG0001379"	"W0TG04"	"P40007"	"A3LU29"	"Q9Y7Z1"
"OG0001380"	"W0TGX6"	"P32904"	"A3GH23"	"Q09865"
"OG0001381"	"W0T858"	"P38523"	"A3M0H3"	"O43047"
"OG0001382"	"W0TDX0"	"P53857"	"A3LTH5 A3LXI9"	""
"OG0001383"	"W0T912"	"P32864"	"A3LZI6"	"O60112"
"OG0001384"	"W0TFG9"	"P08536"	"A3GI41"	"P78937"
"OG0001385"	"W0TD35"	"P38148"	"A3LS73 A3LWJ4"	""
"OG0001386"	"W0TE70"	"Q08952"	"A3LUC9"	"O14284"
"OG0001387"	"W0T910"	"P36149"	"A3LUN1"	"Q9P6P5"
"OG0001388"	"W0TF04"	"P42938"	"A3GGZ1"	"Q9UUH3"
"OG0001389"	"W0T6F8"	"Q02776"	"A3GFM2"	"O13636"
"OG0001390"	"W0T687"	"Q12164"	"A3LXE0"	"Q9Y7Z5"
"OG0001391"	"W0T672"	"Q07844"	"A3LVD6"	"O14325"
"OG0001392"	"W0TFC1"	"P46681"	"A3LVT5"	"Q9C1X2"
"OG0001393"	"W0TEY8"	"Q06010"	"A3LRI0"	"O14077"
"OG0001394"	"W0T3Q2"	"P36163"	"A3LYP0"	"Q9P7G4"
"OG0001395"	"W0TAY4"	"Q04048"	"A3GF09"	"Q9P7R9"
"OG0001396"	"W0T7Y7"	"Q06338"	"A3GI12"	"O74907"
"OG0001397"	"W0THV3"	"Q04347"	"A3LXS5"	"O36018"
"OG0001398"	"W0TGB1"	"P34167"	"A3LV28"	"O14369"
"OG0001399"	"W0TF20"	"P47147"	"A3LPR3"	"O13819"
"OG0001400"	"W0T9D3"	"P32377"	"A3LYL4"	"O13963"
"OG0001401"	"W0TFL4"	"P40303"	"A3M057"	"Q10329"
"OG0001402"	"W0TGD1"	"P28777"	"A3LYZ8"	"O74413"
"OG0001403"	"W0TCA8"	"P40005"	"A3GFN1"	"Q9UTC9"
"OG0001404"	"W0THJ1"	"P50947"	"A3LU83"	"O74736"
"OG0001405"	"W0T8I8"	"P49956"	"A3LXN3"	"Q9USQ1"
"OG0001406"	"W0TG00"	"P29055"	"A3LYP5"	"O13749"
"OG0001407"	"W0T9G6"	"P32803"	"A3LZ00"	"Q9P7I9"
"OG0001408"	"W0TAC1"	"P54000"	"A3LSR4"	"P87294"
"OG0001409"	"W0T4Q6"	"P36120"	"A3LWH3"	"O60173"
"OG0001410"	"W0TEG9"	"P17505"	"A3GGD9"	"Q9Y7R8"
"OG0001411"	"W0TC23"	"Q04660"	"A3LXF0"	"O74399"
"OG0001412"	"W0TF53"	"P38339"	"A3GFQ9"	"O94466"
"OG0001413"	"W0TEF5"	"P40518"	"A3LXX7"	"Q10316"
"OG0001414"	"W0T5A9"	"Q04305"	"A3LU49"	"O94365"
"OG0001415"	"W0TEH1"	"P27515"	"A3LPT4"	"O74427"
"OG0001416"	"W0T2L1"	"Q99186"	"A3LVW0"	"Q09718"
"OG0001417"	"W0T8X2"	"Q12234"	"A3LT42"	"O42903"
"OG0001418"	"W0T5L7"	"Q06337"	"A3LZL3"	"O59773"
"OG0001419"	"W0T5G3"	"P25578"	"A3M0J9"	"Q9HDW1"
"OG0001421"	"W0T5V1"	"P53552"	"A3LT02"	"Q09779"
"OG0001422"	"W0THT2"	"Q03071"	"A3LXC0"	"Q9USX9"
"OG0001423"	"W0T9Q1"	"P39521"	"A3LVY8"	"O14270"
"OG0001424"	"W0TBL1"	"Q05468"	"A3LYG5"	"O13796"
"OG0001425"	"W0TDK8"	"Q12343"	"A3LYF7"	"Q9Y821"
"OG0001426"	"W0T9P5"	"P32565"	"A3LPQ1"	"O74762"
"OG0001427"	"W0T6U6"	"P47123"	"A3LV09"	"O75002"
"OG0001428"	"W0TG22"	"P36520"	"A3GG65"	"Q9Y7M5"
"OG0001429"	"W0T9W9"	"P04456"	"A3LV58"	"O74391"
"OG0001430"	"W0TGC5"	"Q03774"	"A3LPG0"	"O74863"
"OG0001431"	"W0T9P0"	"P31386"	"A3LSI0"	"O42645"
"OG0001432"	"W0T9L5"	"P53297"	"A3LNE7"	"Q9USW1"
"OG0001433"	"W0T6W5"	"P35201"	"A3LXP4"	"Q9USR9"
"OG0001434"	"W0T8R5"	"P47037"	"A3LUE4"	"O42649"
"OG0001435"	"W0TG09"	"P38174"	"A3LTA9"	"O60085"
"OG0001436"	"W0TD03"	"P40029"	"A3LMS3"	"Q09859"
"OG0001437"	"W0T6H9"	"Q03406"	"A3GIA9"	"Q9P7C8"
"OG0001438"	"W0TFL3"	"P40469"	"A3LP18"	"Q9UTR1"
"OG0001439"	"W0TEH6"	"Q00955"	"A3GH39"	"P78820"
"OG0001440"	"W0TDM1"	"Q12163"	"A3LPG6"	"Q9US59"
"OG0001441"	"W0T6S1"	"Q04500"	"A3LS44"	"P87137"
"OG0001442"	"W0THL7"	"Q04751"	"A3GGD1"	"Q9USH6"
"OG0001443"	"W0TEP2"	"Q05809"	"A3LNZ3"	"O59799"
"OG0001444"	"W0TGW9"	"P40350"	"A3LR09"	"O60061"
"OG0001445"	"W0TA46"	"P53937"	"A3LSH2"	"O59772"
"OG0001446"	"W0TES1"	"Q06504"	"A3LQL1"	"O74457"
"OG0001447"	"W0TFR0"	"P53157"	"A3LUD8"	"O74847"
"OG0001448"	"W0TBG4"	"P39012"	"A3LWK7"	"Q9US48"
"OG0001449"	"W0T732"	"Q12229"	"A3LS54"	"O74498"
"OG0001450"	"W0THN0"	"O14464"	"A3GG23"	"O94690"
"OG0001451"	"W0T6N9"	"P53852"	"A3GHT7"	"Q09860"
"OG0001452"	"W0T6V7"	"P36057"	"A3LZ05"	"O13950"
"OG0001453"	"W0TAN3"	"P18759"	"A3GI18"	"Q9P7Q4"
"OG0001454"	"W0TDI6"	"Q04629"	"A3LXR6"	"O60069"
"OG0001455"	"W0TGJ4"	"P53946"	"A3M088"	"Q9Y7X8"
"OG0001456"	"W0T4Q9"	"P36162"	"A3GG39"	"Q9UTG8"
"OG0001457"	"W0TH06"	"P25451"	"A3LY94"	"Q9Y7T8"
"OG0001458"	"W0T6J5"	"P12904"	"A3LRG2"	"Q10343"
"OG0001459"	"W0T524"	"P25038"	"A3LY41"	"O59683"
"OG0001460"	"W0T7B5"	"P41318"	"A3LXZ1"	"O74184"
"OG0001461"	"W0T4F3"	"P33298"	"A3LNB5"	"O74894"
"OG0001462"	"W0TKE7"	"Q12350"	"A3LWZ2"	"Q10247"
"OG0001463"	"W0T5V8"	"Q06525"	"A3LZS6"	"Q09685"
"OG0001464"	"W0TEY7"	"Q02969 Q08580"	"A3LRL6"	""
"OG0001465"	"W0T552"	"P38262"	"A3LUZ9"	"O74845"
"OG0001466"	"W0TEU3"	"P26637"	"A3LV95"	"Q10490"
"OG0001467"	"W0T5M1"	"P08456"	"A3GFM0"	"O94584"
"OG0001468"	"W0T8X7"	"P32266"	"A3GGI6"	"P87320"
"OG0001469"	"W0T4L8"	"P40210"	"A3GFT2"	"O74775"
"OG0001470"	"W0T9G5"	"P38805"	"A3LTK4"	"O14180"
"OG0001471"	"W0TIQ6"	"P40968"	"A3GI13"	"O43071"
"OG0001472"	"W0TEW0"	"P08018"	"A3LPZ8"	"P33886"
"OG0001473"	"W0TB21"	"P20434"	"A3GI06"	"Q09191"
"OG0001474"	"W0TBA5"	"P36108"	"A3LZE7"	"O14177"
"OG0001475"	"W0TD39"	"Q12680"	"A3LQK2"	"Q9C102"
"OG0001476"	"W0T5R8"	"Q06624"	"A3GGZ2"	"P79064"
"OG0001477"	"W0THC6"	"P40987"	"A3LUG3"	"Q10197"
"OG0001478"	"W0T519"	"P43593"	"A3GFE2"	"Q92353"
"OG0001479"	"W0T3D3"	"P53327"	"A3LNR5"	"O60072"
"OG0001480"	"W0TF48"	"P40362"	"A3LWK2"	"P78750"
"OG0001481"	"W0TBK1"	"P06843"	"A3GEW0"	"O94714"
"OG0001482"	"W0T373"	"Q04693"	"A3LP29"	"Q9UTT2"
"OG0001483"	"W0TFZ1"	"Q99383"	"A3LZT4"	"O94432"
"OG0001484"	"W0TGY0"	"P53305"	"A3GFK4"	"O14358"
"OG0001485"	"W0TC56"	"P10869"	"A3GF89"	"O60163"
"OG0001486"	"W0T480"	"P48363"	"A3LZT7"	"Q10143"
"OG0001487"	"W0T9Z3"	"P38712"	"A3LS22"	"Q9P6N8"
"OG0001488"	"W0T2S5"	"P40014"	"A3LY14"	"Q10430"
"OG0001489"	"W0T8C2"	"P38439"	"A3M0P1"	"Q9P6R2"
"OG0001490"	"W0T5Q4"	"Q12194"	"A3LTZ9"	"O42956"
"OG0001491"	"W0TFH3"	"P42826"	"A3GF74"	"Q9C0U6"
"OG0001492"	"W0T6C5"	"P25580"	"A3LV15"	"O94472"
"OG0001493"	"W0T881"	"Q06677"	"A3LZ08"	"O13773"
"OG0001494"	"W0TGV1"	"P43588"	"A3LWP3"	"P41878"
"OG0001495"	"W0T6A3"	"Q06328"	"A3LPY7 A3LYM0"	""
"OG0001496"	"W0T6K8"	"P38122"	"A3GFD5"	"Q09672"
"OG0001497"	"W0T4T0"	"P25560"	"A3LYU5"	"Q10358"
"OG0001498"	"W0TIJ6"	"P34222"	"A3M0I6"	"O13830"
"OG0001499"	"W0TB87"	"P40348"	"A3LWJ5"	"Q09843"
"OG0001500"	"W0T6D7"	"Q03868"	"A3GEX7"	"O13992"
"OG0001501"	"W0TEQ3"	"Q04121"	"A3LUU6"	"O13726"
"OG0001502"	"W0TH98"	"P36085 P46679"	"A3LNW0"	""
"OG0001503"	"W0TDN6"	"P27801"	"A3LXP9"	"O74925"
"OG0001504"	"W0TF80"	"P54730"	"A3LU13"	"Q9P7L2"
"OG0001505"	"W0TDZ9"	"P38744"	"A3LMW2"	"O42658"
"OG0001506"	"W0TAB5"	"P32363"	"A3M0A1"	"P87172"
"OG0001507"	"W0TB14"	"P53068"	"A3LWW0"	"O42971"
"OG0001508"	"W0T7Q5"	"P40098"	"A3LNQ1"	"P87124"
"OG0001509"	"W0TGN1"	"P53861"	"A3LXG6"	"O59671"
"OG0001510"	"W0T8E4"	"P06103"	"A3LY29"	"Q10425"
"OG0001511"	"W0T7J6"	"Q05911"	"A3LXY7"	"O60105"
"OG0001512"	"W0TIQ3"	"P40515"	"A3M0L6"	"Q9USZ8"
"OG0001513"	"W0T3N2"	"P36049"	"A3LU93"	"O13802"
"OG0001514"	"W0TC35"	"P32770"	"A3LQH5"	"O13801"
"OG0001515"	"W0TD91"	"P38748"	"A3LTI0"	"O13747"
"OG0001516"	"W0TB52"	"P39522"	"A3LQP2"	"Q10318"
"OG0001517"	"W0THQ9"	"P14922"	"A3GHN1"	"O60184"
"OG0001518"	"W0TCP4"	"Q03151"	"A3LQS4"	"O74776"
"OG0001519"	"W0TK18"	"P32337"	"A3LPM2"	"O74476"
"OG0001520"	"W0TEN2"	"P53865 Q07732"	"A3LQW9"	""
"OG0001521"	"W0TEG5"	"P39525"	"A3LZS7"	"O94297"
"OG0001522"	"W0TD27"	"P32354"	"A3LRT8"	"O42709"
"OG0001523"	"W0T4K9"	"P32480"	"A3LVM3"	"O74309"
"OG0001524"	"W0TCU3"	"P36533"	"A3LQ16"	"O74394"
"OG0001525"	"W0TBI3"	"P32477"	"A3LWV8"	"Q09768"
"OG0001526"	"W0T7E5"	"P32473"	"A3LYM2"	"Q09171"
"OG0001527"	"W0T9Q4"	"P36151"	"A3GFZ8"	"O13899"
"OG0001528"	"W0TCW5"	"P41812"	"A3LQU2"	"Q9UTA4"
"OG0001529"	"W0TGS2"	"P32844"	"A3LNE6"	"O74846"
"OG0001530"	"W0TAS3"	"P46971"	"A3LW31"	"O42933"
"OG0001531"	"W0TEC6"	"P38719"	"A3LP87"	"Q9HGM5"
"OG0001532"	"W0TCQ8"	"Q08826"	"A3LQC3"	"O94291"
"OG0001533"	"W0TER2"	"P40260 P53390"	"A3LUG7"	""
"OG0001534"	"W0THR2"	"P46151"	"A3LW82"	"O74927"
"OG0001535"	"W0TED6"	"P32263"	"A3LST6"	"Q9P7Y7"
"OG0001536"	"W0TID5"	"P25039"	"A3GHT9"	"Q9USZ1"
"OG0001537"	"W0TJY5"	"P40481"	"A3LRX1"	"Q9UTQ8"
"OG0001538"	"W0TG26"	"Q99344"	"A3LUU1"	"Q09765"
"OG0001539"	"W0TDZ0"	"P22148 Q03213"	"A3LT65"	""
"OG0001540"	"W0TFS1"	"Q03784"	"A3LR64"	"O43041"
"OG0001541"	"W0TB29"	"P32351"	"A3GEZ7"	"P87132"
"OG0001542"	"W0TE75"	"P53941"	"A3LXW4"	"O13823"
"OG0001543"	"W0TFU4"	"Q06709"	"A3LSH1"	"O59811"
"OG0001544"	"W0THC5"	"P38792"	"A3LTN3"	"Q09704"
"OG0001545"	"W0THS8"	"P23797"	"A3LQA9"	"Q9HDW9"
"OG0001546"	"W0T6L2"	"P53141"	"A3LQV3"	"Q09196"
"OG0001547"	"W0T940"	"P32617"	"A3GF12"	"Q9UTE8"
"OG0001548"	"W0T8L2"	"P47061"	"A3GFA9"	"P87129"
"OG0001549"	"W0TFD6"	"P53550"	"A3LZ25"	"O13828"
"OG0001550"	"W0TCZ5"	"Q12248"	"A3GI56"	"P87297"
"OG0001551"	"W0T5H0"	"P53731"	"A3GFR5"	"O14241"
"OG0001552"	"W0T8U9"	"P52593"	"A3LQ80"	"Q9P7M8"
"OG0001553"	"W0TC32"	"P40094"	"A3LRT7"	"Q9Y7Z4"
"OG0001554"	"W0TG41"	"Q06106"	"A3GHA2"	"O13620"
"OG0001555"	"W0TDG7"	"P15202"	"A3LNL4"	"P55306"
"OG0001556"	"W0TDU1"	"Q12453"	"A3LQX1"	"O13733"
"OG0001557"	"W0TDR8"	"P40096"	"A3GGG4"	"Q10315"
"OG0001558"	"W0T5K0"	"P38909"	"A3LVM2"	"O13809"
"OG0001559"	"W0T9L1"	"P22438"	"A3LNS6"	"O14000"
"OG0001560"	"W0T4W7"	"P22216"	"A3LNW8"	"Q09170"
"OG0001561"	"W0T961"	"Q99189"	"A3LVL3"	"Q9USZ2"
"OG0001562"	"W0T7B9"	"P38921"	"A3M0K7"	"Q10442"
"OG0001563"	"W0T8R3"	"P13393"	"A3GFP3"	"P17871"
"OG0001564"	"W0TG79"	"P00127"	"A3GHE9"	"O42932"
"OG0001566"	"W0TDL5"	"P38077"	"A3M0G0"	"O74754"
"OG0001567"	"W0TAG3"	"Q04067"	"A3GGU2"	"P78795"
"OG0001568"	"W0TA02"	"Q03375"	"A3LPL7"	"O14161"
"OG0001569"	"W0T7C0"	"P33750"	"A3LNJ0"	"O74340"
"OG0001570"	"W0TBI6"	"P40034"	"A3GH35"	"O94603"
"OG0001571"	"W0T8U7"	"P47068"	"A3LWT1"	"O42854"
"OG0001572"	"W0T548"	"Q04272"	"A3LN98"	"O94318"
"OG0001573"	"W0T5Q3"	"P25374"	"A3M0K6"	"O74351"
"OG0001574"	"W0TBA4"	"P47045"	"A3LSM0"	"O94624"
"OG0001575"	"W0TF60"	"P54781"	"A3LY49"	"O13820"
"OG0001576"	"W0TBP4"	"Q12029"	"A3LQ82"	"O13793"
"OG0001577"	"W0T9T1"	"P32621"	"A3LQ03"	"Q9UT35"
"OG0001578"	"W0TD84"	"P32419"	"A3GH28 A3LW84"	""
"OG0001580"	"W0TK65"	"Q08822"	"A3LZC1"	"P87111"
"OG0001581"	"W0TKG3"	"Q3E7A4"	"A3LY95"	"O74347"
"OG0001582"	"W0TC48"	"P22213"	"A3GEZ0"	"O74534"
"OG0001583"	"W0T8D2"	"Q08285"	"A3GFJ8"	"O13903"
"OG0001584"	"W0T772"	"Q02932"	"A3LPI6"	"O94545"
"OG0001585"	"W0T2I1"	"P25360 P39535"	"A3GFS9"	""
"OG0001586"	"W0T8Z7"	"P26793"	"A3M056"	"P39750"
"OG0001587"	"W0TF14"	"P39010 Q12013"	""	"Q09701"
"OG0001588"	"W0T8B6"	"P21182"	"A3LZD3"	"Q9P7E3"
"OG0001589"	"W0TH73"	"P36078"	"A3LPH4"	"O14033"
"OG0001590"	"W0TEK0"	"P19097"	"A3GHG3"	"Q10289"
"OG0001591"	"W0TJ21"	"P40013"	"A3GFL9"	"Q10113"
"OG0001592"	"W0TDJ8"	"P32569"	"A3LRF0"	"P87306"
"OG0001593"	"W0T5K1"	"P49955"	"A3LTJ7"	"Q10178"
