Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
P21372	Pre-mRNA-processing ATP-dependent RNA helicase PRP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP5 PE=1 SV=1	PRP5	YBR237W	0.000248393336261395	0.00026241630582887	0.000249131814669739
P21373	NAD(+) kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTR1 PE=1 SV=2	UTR1	YJR049C	6.63706209599354e-06	6.8497244980979e-06	7.30500768902617e-06
P21374	Pre-mRNA-splicing factor ISY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ISY1 PE=1 SV=2	ISY1	YJR050W	0.000129400459662725	0.000130303012976468	0.000129022618357161
P21375	Fumarate reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OSM1 PE=1 SV=3	OSM1	YJR051W	1.21707421757711e-05	1.22332189142338e-05	1.20881730588426e-05
P21524	Ribonucleoside-diphosphate reductase large chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR1 PE=1 SV=2	RNR1	YER070W	0.000221648212875175	0.000229016602594074	0.000217493050940022
P21538	DNA-binding protein REB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REB1 PE=1 SV=2	REB1	YBR049C	6.19042950252527e-05	5.98405366319622e-05	6.10601372400107e-05
P21560	Protein CBP3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBP3 PE=1 SV=1	CBP3	YPL215W	4.12744932350518e-05	4.16553553723344e-05	4.09530271382025e-05
P21576	Vacuolar protein sorting-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS1 PE=1 SV=2	VPS1	YKR001C	0.000226288546865553	0.00023344654921678	0.000226581781615001
P21657	Transcriptional activator protein DAL81 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAL81 PE=1 SV=3	DAL81	YIR023W	6.22860033950341e-06	5.69111337093421e-06	6.30633030098464e-06
P21672	Ribonucleoside-diphosphate reductase large chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR3 PE=1 SV=4	RNR3	YIL066C	5.64898598813209e-07	5.26644257565259e-07	5.67198080017675e-07
P21734	Ubiquitin-conjugating enzyme E2 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBC1 PE=1 SV=1	UBC1	YDR177W	9.52481249485231e-05	8.79003456130861e-05	9.30117676002345e-05
P21771	37S ribosomal protein S28, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPS28 PE=1 SV=1	MRPS28	YDR337W	1.37579915515046e-05	1.45238446979684e-05	1.41283359644051e-05
P21801	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDH2 PE=1 SV=1	SDH2	YLL041C	3.39768202767018e-05	3.66135157729416e-05	3.42770036483758e-05
P21825	Translocation protein SEC62 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC62 PE=1 SV=2	SEC62	YPL094C	5.78405719613007e-05	5.90870592022159e-05	5.716655593279e-05
P21826	Malate synthase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAL7 PE=1 SV=2	DAL7	YIR031C	2.85436550637747e-06	2.99198637844147e-06	2.89590805183414e-06
P21827	Guanine nucleotide exchange factor SRM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRM1 PE=1 SV=1	SRM1	YGL097W	6.59385298222409e-05	6.37313883520552e-05	6.21004011231291e-05
P21951	DNA polymerase epsilon catalytic subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POL2 PE=1 SV=1	POL2	YNL262W	7.04141409577325e-05	7.17243394897092e-05	7.05852443094104e-05
P21954	Isocitrate dehydrogenase [NADP], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDP1 PE=1 SV=1	IDP1	YDL066W	0.000378524442983289	0.000381229966011886	0.000388854258337409
P21957	Transcriptional repressor OPI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OPI1 PE=1 SV=1	OPI1	YHL020C	0.000707616771394335	0.000691940542943006	0.000684393457211685
P21965	Protein kinase MCK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCK1 PE=1 SV=1	MCK1	YNL307C	0.000100263701847144	0.000103700425335294	0.000100616799533202
P22007	Protein farnesyltransferase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAM1 PE=1 SV=2	RAM1	YDL090C	1.05570582792411e-05	1.00169787831871e-05	1.03853911458501e-05
P22023	Killer toxin-resistance protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE5 PE=1 SV=2	KRE5	YOR336W	4.30983591379185e-05	4.07715279510201e-05	3.99902542794589e-05
P22035	Myb-like DNA-binding protein BAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAS1 PE=1 SV=1	BAS1	YKR099W	1.0167212552146e-05	1.01781971860271e-05	1.01484929735873e-05
P22082	Transcription regulatory protein SNF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF2 PE=1 SV=1	SNF2	YOR290C	4.85017373823961e-05	4.99428692095756e-05	5.18964127340695e-05
P22134	DNA-3-methyladenine glycosylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAG1 PE=1 SV=1	MAG1	YER142C	4.05081000627295e-06	4.20959239092412e-06	4.08369734026456e-06
P22135	Protein ATP12, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP12 PE=1 SV=2	ATP12	YJL180C	1.53689711593976e-05	1.62412268796497e-05	1.56653046863741e-05
P22136	ATPase expression protein 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AEP2 PE=1 SV=3	AEP2	YMR282C	1.09925135410545e-05	1.13188009662441e-05	1.12296535851138e-05
P22137	Clathrin heavy chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHC1 PE=1 SV=1	CHC1	YGL206C	0.000482012634725942	0.000476407487800909	0.000481527827847338
P22138	DNA-directed RNA polymerase I subunit RPA135 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA135 PE=1 SV=1	RPA135	YPR010C	0.000242449116543935	0.000246685855297088	0.000243023042867749
P22139	DNA-directed RNA polymerases I, II, and III subunit RPABC5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPB10 PE=1 SV=2	RPB10	YOR210W	1.88181939579999e-05	1.97852817386954e-05	1.8920583636113e-05
P22140	Choline/ethanolaminephosphotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EPT1 PE=1 SV=2	EPT1	YHR123W	1.25360243413125e-05	1.21036444898322e-05	1.29687554012899e-05
P22141	Proteasome subunit beta type-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE1 PE=1 SV=2	PRE1	YER012W	0.000107627083121327	0.000107417854533016	0.000105713414133295
P22146	1,3-beta-glucanosyltransferase GAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAS1 PE=1 SV=2	GAS1	YMR307W	0.000251532652684166	0.000277630501132611	0.000261039045906063
P22147	5'-3' exoribonuclease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XRN1 PE=1 SV=1	XRN1	YGL173C	0.000216283247452425	0.0002213775032978	0.000213941792040404
P22148	Protein MSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSN1 PE=1 SV=2	MSN1	YOL116W	1.23305991817309e-05	1.19296242970522e-05	1.16133582828894e-05
P22202	Heat shock protein SSA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA4 PE=1 SV=3	SSA4	YER103W	4.8415345355586e-05	4.90469478468874e-05	4.77511815311205e-05
P22203	V-type proton ATPase subunit E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA4 PE=1 SV=4	VMA4	YOR332W	0.000216990260299908	0.000222021455946345	0.000215526626717137
P22204	Cell cycle protein kinase DBF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBF2 PE=1 SV=3	DBF2	YGR092W	4.50397157815112e-05	4.33525391856705e-05	4.43878439388577e-05
P22209	Serine/threonine-protein kinase KIN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KIN3 PE=3 SV=2	KIN3	YAR018C	5.00622225001024e-06	4.93460301196569e-06	4.83362663866278e-06
P22211	Nitrogen permease reactivator protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPR1 PE=1 SV=2	NPR1	YNL183C	4.20903245607303e-05	4.11497225531773e-05	4.10107041087673e-05
P22213	Protein SLY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLY1 PE=1 SV=1	SLY1	YDR189W	3.33039386134092e-05	3.40707534367202e-05	3.37689097608527e-05
P22214	Protein transport protein SEC22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC22 PE=1 SV=1	SEC22	YLR268W	2.68126713439364e-05	2.5469055846544e-05	2.55961197923091e-05
P22216	Serine/threonine-protein kinase RAD53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD53 PE=1 SV=1	RAD53	YPL153C	1.09136388715342e-05	1.13222938509315e-05	1.17657317522262e-05
P22217	Thioredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRX1 PE=1 SV=3	TRX1	YLR043C	0.000157575258328921	0.000144179389091573	0.000140869534080218
P22219	Serine/threonine-protein kinase VPS15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS15 PE=1 SV=4	VPS15	YBR097W	1.31825661614969e-05	1.23809116774787e-05	1.24637653753014e-05
P22224	Exocyst complex component SEC15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC15 PE=1 SV=2	SEC15	YGL233W	2.21523737575783e-05	2.16054318999042e-05	2.12181625231683e-05
P22276	DNA-directed RNA polymerase III subunit RPC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RET1 PE=1 SV=2	RET1	YOR207C	5.36137988724699e-05	5.38859814774631e-05	5.22936973640208e-05
P22289	Cytochrome b-c1 complex subunit 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR9 PE=1 SV=2	QCR9	YGR183C	1.4471376613604e-06	1.44870114567866e-06	1.39751550109439e-06
P22336	Replication factor A protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFA1 PE=1 SV=1	RFA1	YAR007C	9.61495643797676e-05	9.65448269332401e-05	9.30902935860773e-05
P22353	54S ribosomal protein L8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL8 PE=1 SV=4	MRPL8	YJL063C	3.28664436680797e-05	3.13282541527525e-05	3.19461228942677e-05
P22354	54S ribosomal protein L20, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL20 PE=1 SV=2	MRPL20	YKR085C	1.18167258761781e-05	1.19798675470427e-05	1.15880689275401e-05
P22434	3',5'-cyclic-nucleotide phosphodiesterase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDE1 PE=1 SV=2	PDE1	YGL248W	4.87503318459996e-06	5.03296856921723e-06	5.08421327999938e-06
P22438	Methionine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSM1 PE=1 SV=2	MSM1	YGR171C	1.44978204111156e-06	1.50323519894341e-06	1.46199997127794e-06
P22470	Protein SAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAN1 PE=1 SV=1	SAN1	YDR143C	1.0488653950031e-05	1.0421292184246e-05	1.03289666315979e-05
P22515	Ubiquitin-activating enzyme E1 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBA1 PE=1 SV=2	UBA1	YKL210W	0.000551294198353422	0.000538429088177608	0.000544776868358068
P22516	ATP-dependent DNA helicase CHL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHL1 PE=1 SV=1	CHL1	YPL008W	4.03867613307414e-05	3.59691101217297e-05	3.98748092815633e-05
P22517	Calcium/calmodulin-dependent protein kinase II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMK2 PE=1 SV=2	CMK2	YOL016C	1.85683715815264e-05	1.86255725348735e-05	1.9399235321662e-05
P22543	Phosphatidylinositol 3-kinase VPS34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS34 PE=1 SV=1	VPS34	YLR240W	2.11716655634255e-05	2.00429029701666e-05	2.23457597287219e-05
P22579	Transcriptional regulatory protein SIN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIN3 PE=1 SV=2	SIN3	YOL004W	8.17383637074373e-05	8.28635480827807e-05	8.13586671501472e-05
P22696	Peptidyl-prolyl cis-trans isomerase ESS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESS1 PE=1 SV=3	ESS1	YJR017C	3.32437492400615e-05	3.41243272792945e-05	3.30183176732695e-05
P22768	Argininosuccinate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG1 PE=1 SV=3	ARG1	YOL058W	0.0010913783703968	0.00107691761085123	0.00107402027852099
P22803	Thioredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRX2 PE=1 SV=3	TRX2	YGR209C	6.37576778548511e-05	5.93078668884594e-05	5.67297194599203e-05
P22804	Protein transport protein BET1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BET1 PE=1 SV=1	BET1	YIL004C	6.49272719594942e-06	5.67286650576236e-06	6.05473506380497e-06
P22855	Alpha-mannosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AMS1 PE=1 SV=2	AMS1	YGL156W	4.56815968664669e-06	4.6723141424263e-06	4.61304061821741e-06
P22936	DNA-(apurinic or apyrimidinic site) lyase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APN1 PE=1 SV=4	APN1	YKL114C	2.73134098139335e-05	2.65863957062349e-05	2.76094867400756e-05
P22943	12 kDa heat shock protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP12 PE=1 SV=1	HSP12	YFL014W	1.8432787767376e-05	1.6583571006095e-05	1.49979521160617e-05
P23180	Probable oxidoreductase AIM17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM17 PE=1 SV=2	AIM17	YHL021C	2.49093680615207e-05	2.45428082123546e-05	2.4057260280569e-05
P23201	Protein SPA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPA2 PE=1 SV=1	SPA2	YLL021W	8.30504442222489e-05	8.33081316808095e-05	8.19041906318802e-05
P23202	Transcriptional regulator URE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URE2 PE=1 SV=1	URE2	YNL229C	4.07587240344676e-05	3.90355564114123e-05	3.92346537077822e-05
P23248	40S ribosomal protein S1-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS1B PE=1 SV=3	RPS1B	YML063W	0.00280173751850546	0.00292696379311271	0.00281452097182697
P23254	Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TKL1 PE=1 SV=4	TKL1	YPR074C	0.00219598170034081	0.00221396121141834	0.00220318628555474
P23255	Transcription initiation factor TFIID subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF2 PE=1 SV=3	TAF2	YCR042C	2.09151178441466e-05	2.08139447502227e-05	2.05682107598391e-05
P23285	Peptidyl-prolyl cis-trans isomerase B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR2 PE=1 SV=1	CPR2	YHR057C	7.23494217448838e-06	7.20569247066642e-06	7.16389770406911e-06
P23287	Serine/threonine-protein phosphatase 2B catalytic subunit A1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CNA1 PE=1 SV=2	CNA1	YLR433C	3.39223997991668e-05	3.37567115532507e-05	3.35579227521785e-05
P23291	Casein kinase I homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCK1 PE=1 SV=1	YCK1	YHR135C	1.54348386238574e-05	1.52988314407476e-05	1.5768615337727e-05
P23292	Casein kinase I homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCK2 PE=1 SV=1	YCK2	YNL154C	4.08051256809145e-05	4.12656152345806e-05	4.03222293569545e-05
P23293	Serine/threonine-protein kinase BUR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SGV1 PE=1 SV=1	SGV1	YPR161C	2.17264910592462e-05	2.15526360067275e-05	2.13182320805562e-05
P23301	Eukaryotic translation initiation factor 5A-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HYP2 PE=1 SV=3	HYP2	YEL034W	0.00323839409436722	0.00289584810594161	0.00308165361363113
P23337	Glycogen [starch] synthase isoform 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSY1 PE=1 SV=3	GSY1	YFR015C	1.60000139256592e-06	1.50260528403415e-06	1.62340758803827e-06
P23369	54S ribosomal protein L25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL25 PE=1 SV=2	MRPL25	YGR076C	1.19346986984912e-05	1.22718490957779e-05	1.25586777752899e-05
P23394	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP28 PE=1 SV=2	PRP28	YDR243C	4.80157343636194e-06	4.75907492416369e-06	4.80198733975622e-06
P23500	Mitochondrial RNA-splicing protein MRS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRS4 PE=1 SV=1	MRS4	YKR052C	9.80775409622146e-06	9.67353694466903e-06	1.0104545718522e-05
P23503	Cytosolic Fe-S cluster assembly factor NAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAR1 PE=1 SV=2	NAR1	YNL240C	1.40005194558543e-05	1.3971151473037e-05	1.38032766588457e-05
P23542	Aspartate aminotransferase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAT2 PE=1 SV=3	AAT2	YLR027C	0.00053080155457076	0.000543922901743672	0.000528830315616549
P23561	Serine/threonine-protein kinase STE11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE11 PE=1 SV=3	STE11	YLR362W	7.93245620920401e-06	7.99780597287937e-06	7.78223978742754e-06
P23585	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT2 PE=1 SV=1	HXT2	YMR011W	3.15878018977587e-05	2.93632200539213e-05	3.0894040805638e-05
P23594	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPH21 PE=1 SV=1	PPH21	YDL134C	2.36468145401571e-06	2.2479199073348e-06	2.34626414933833e-06
P23595	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPH22 PE=1 SV=1	PPH22	YDL188C	2.71486662157524e-05	2.62440457678078e-05	2.87885742813751e-05
P23615	Transcription elongation factor SPT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT6 PE=1 SV=1	SPT6	YGR116W	0.000129087572471181	0.000130019032504671	0.000128474663620649
P23638	Proteasome subunit alpha type-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE9 PE=1 SV=1	PRE9	YGR135W	7.96758995328128e-05	8.06299026472522e-05	7.85392050024851e-05
P23639	Proteasome subunit alpha type-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE8 PE=1 SV=1	PRE8	YML092C	0.00011872126126076	0.000120056121635282	0.000119590458438841
P23641	Mitochondrial phosphate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIR1 PE=1 SV=1	MIR1	YJR077C	0.000494607091808346	0.000520533334172477	0.000493900712403666
P23642	Mannan polymerase I complex VAN1 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAN1 PE=1 SV=3	VAN1	YML115C	2.18360923471073e-05	2.06574013921212e-05	2.13193657436929e-05
P23643	Vacuolar protein sorting-associated protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS3 PE=1 SV=1	VPS3	YDR495C	7.21063121878293e-06	7.26261598651978e-06	8.16193763119455e-06
P23644	Mitochondrial import receptor subunit TOM40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM40 PE=1 SV=1	TOM40	YMR203W	0.000429236015475603	0.000419796860808043	0.000410956789591253
P23724	Proteasome subunit beta type-6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE7 PE=1 SV=1	PRE7	YBL041W	9.62667493306714e-05	9.76881267164783e-05	9.31064533738544e-05
P23776	Glucan 1,3-beta-glucosidase I/II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EXG1 PE=1 SV=1	EXG1	YLR300W	0.000193340344440341	0.000177476521972484	0.000177748763475611
P23796	tRNA A64-2'-O-ribosylphosphate transferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIT1 PE=1 SV=3	RIT1	YMR283C	6.561991203992e-06	6.48264549150817e-06	6.4449835548451e-06
P23797	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPI12 PE=1 SV=2	GPI12	YMR281W	4.65354837533686e-06	4.84080721844339e-06	4.58488586204733e-06
P23900	Glycerol uptake/efflux facilitator protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FPS1 PE=1 SV=2	FPS1	YLL043W	1.37158084881506e-05	1.29184642361522e-05	1.35209396831737e-05
P23968	V-type proton ATPase subunit c'' OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA16 PE=1 SV=1	VMA16	YHR026W	0.000102944154865149	0.000105896775038272	9.92178319655841e-05
P24000	60S ribosomal protein L24-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL24B PE=1 SV=1	RPL24B	YGR148C	0.000979762334120039	0.000969966712706128	0.000968219464317171
P24004	Peroxisomal ATPase PEX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX1 PE=1 SV=2	PEX1	YKL197C	2.01790783373841e-06	1.97751907315696e-06	2.53725975708129e-06
